"id","FIO","link","PART1","№ OVO","LIST №","AGE","GROUP_AGE","EDUCATION","CRIMINAL","PART2","PART2_corr","POSITION","INCOME_TOTAL","INCOME_FAMILY","INCOME_FAVORITE","LAND_QTY","LAND_SQ","APPARTMENTS_QTY","APPARTMENTS_SQ","APPARTMENTS_QTY_FAMILY","APPARTMENTS_SQ_FAMILY","LAND_QTY_FAMILY","LAND_SQ_FAMILY","AVTO_QTY","AVTO_MARK","AVTO_MODEL","AVTO_YEAR","AVTO_QTY_FAMILY","AVTO_MARK_FAMILY","AVTO_MODEL_FAMILY","AVTO_YEAR_FAMILY","DECLARATION_DONE","GENDER","OTHER_ACTIVES","OTHER_ACTIVES_FAMILY"
2031,"Купрейчик Ірина Валеріївна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=2031","політична партія Всеукраїнське об’єднання ""Батьківщина""",162,,41,"35-44","вища","відсутня","безпартійн","безпартійний","директор",0,6000,6,0,0,0,0,0,0,0,0,0,,,2012,0,,,0,9/18/2012 11:49,"Ж",0,0
16,"Купрій Віталій Миколайович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=16","Самовисування",30,,39,"35-44","вища","відсутня","безпартійн","безпартійний","приватний підприємець",93500,15600,17,0,0,0,0,0,0,0,0,2,"Chrysler","330c",2005,0,,,0,9/3/2012 15:06,"Ч",0,0
1940,"Купчак Володимир Романович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1940","політична партія Всеукраїнське об’єднання ""Батьківщина""",84,,34,"25-34","вища","відсутня","безпартійн","безпартійний","тимчасово не працює",45479,27971,6,1,850,0,0,1,54,1,1000,1,"Honda","Acord",2008,1,"Suzuki","SX4",2010,9/18/2012 10:05,"Ч",0,0
4368,"Курбацька Ніна Іванівна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=4368","Самовисування",219,,69,"45+","вища","відсутня","безпартійн","безпартійний","пенсіонерка",12240,34800,5,0,0,0,0,0,0,0,0,0,,,0,1,"Geely","M-303",2005,9/14/2012 12:08,"Ж",0,0
31,"Курило Віталій Семенович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=31","Самовисування",113,,55,"45+","вища","відсутня","безпартійн","безпартійний","народний депутат України",396075,9401,6,2,2400,0,0,0,0,2,2640,0,,,2012,1,"Toyota","RAV 4",2010,9/4/2012 14:13,"Ч",0,0
1350,"Курилюк Олександр Іванович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1350","Партія регіонів",,154,42,"35-44","вища","відсутня","член Партії регіонів","член Партії регіонів","заступник голови Волинської обласної державної адміністрації",102553,3240,6,0,0,0,0,0,0,0,0,0,,,2012,0,,,0,9/12/2012 17:42,"Ч",0,0
1468,"Курко Ярослав Степанович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1468","політична партія Всеукраїнське об’єднання ""Батьківщина""",,204,59,"45+","вища","відсутня","безпартійн","безпартійний","доцент",51648,50683,6,0,0,2,126,1,48,2,39465,0,,,,0,,,0,9/6/2012 15:56,"Ч",1000,0
1132,"Курнік Вадим Миколайович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1132","Політична партія ""Зелені""",,32,28,"25-34","вища","відсутня","член Політичної партії ""Зелені""","член Політичної партії ""Зелені""","директор з розвитку",2790,25020,6,1,560,1,12,1,25,1,1185,0,,,2012,0,,,0,9/11/2012 14:13,"Ч",0,0
206,"Куровський Іван Іванович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=206","Самовисування",209,,61,"45+","вища","відсутня","безпартійн","безпартійний","народний депутат України",5385408,43808,6,6,6920,1,1434,1,349,4,5197,1,"Land Rover",,2011,2,"Mercedes",350,2008,9/5/2012 14:59,"Ч",0,1045286
488,"Куртін Ілля Анатолійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=488","Комуністична партія України",,153,42,"35-44","середня","відсутня","член Комуністичної партії України","член Комуністичної партії України","тимчасово не працює",0,0,0,0,0,0,0,0,0,0,0,1,"ВАЗ",21115,2007,0,,,0,9/6/2012 13:22,"Ч",0,0
957,"Курус Ігор Федорович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=957","Самовисування",121,,42,"35-44","вища","відсутня","безпартійн","безпартійний","редактор",104850,317000,6,1,613,1,239,1,124,5,4135,1,"Mercedes","S350",2012,1,"Subaru",,2006,9/10/2012 14:59,"Ч",376000,720000
1915,"Куташев Ігор Вікторович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1915","Партія регіонів",223,,59,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","голова правління",774042,0,19,1,2400,1,84,0,0,0,0,0,,,,0,,,0,9/17/2012 22:27,"Ч",0,0
1342,"Куцак Матвій Іванович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1342","Партія регіонів",,146,67,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","генеральний директор",30000,13200,5,2,84,1,72,0,0,0,0,1,"ВАЗ",21011,1991,0,,,0,9/11/2012 17:51,"Ч",0,0
1929,"Куценко Владислав Ігорович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1929","політична партія Всеукраїнське об’єднання ""Батьківщина""",82,,30,"25-34","вища","відсутня","безпартійн","безпартійний","директор з економіки",25120,0,6,1,8648,0,0,0,0,0,0,0,,,2012,0,,,0,9/18/2012 9:21,"Ч",0,0
861,"Кучер Галина Михайлівна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=861","Народна Партія",200,,56,"45+","вища","відсутня","член Народної Партії","член Народної Партії","заступник Уманського міського голови",161382,92954,6,2,650,1,51,0,0,1,600,1,"Mazda",626,1985,0,,,0,9/10/2012 10:24,"Ч",76854,5919
67,"Кучер Микола Іванович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=67","Самовисування",17,,53,"45+","вища","відсутня","безпартійн","безпартійний","директор",2269921,11704,6,2,3500,0,0,1,56.3,4,5038.9,0,,,2012,1,"Mercedes","ML-350",2008,9/4/2012 16:43,"Ч",100000.25,0
1931,"Кучерук Микола Герасимович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1931","політична партія Всеукраїнське об’єднання ""Батьківщина""",156,,52,"45+","вища","відсутня","член політичної партії Всеукраїнське об’єднання ""Батьківщина""","член політичної партії Всеукраїнське об'єднання ""Батьківщина""","голова наглядової ради",212900,30164,6,1,1000,1,68,2,320,1,1200,2,"Mercedes",,2008,2,"Toyota",2010,0,9/18/2012 9:31,"Ч",744328,0
1790,"Ланьо Михайло Іванович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1790","Партія регіонів",70,,48,"45+","вища","відсутня","безпартійн","безпартійний","віце-президент",223608,0,6,3,8254,1,1024,1,1500,4,30606,1,"Mercedes",,2008,4,"Mercedes","Benz",2011,9/17/2012 11:26,"Ч",24530,10330
1900,"Кущ Олексій Іванович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1900","Партія регіонів",221,,33,"25-34","вища","відсутня","член Партії регіонів","член Партії регіонів","голова первинної профспілкової організації студентів та аспірантів Національного транспортного університету",43200,54000,6,0,0,0,0,0,0,0,0,1,"Skoda","Octavia",2011,0,,,0,9/17/2012 16:54,"Ч",0,0
1411,"Кюрчев Володимир Миколайович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1411","Партія регіонів",,215,57,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","ректор",211633,287952,6,0,0,1,87,1,236,1,650,1,"ВАЗ",2121,2003,0,,,0,9/13/2012 15:26,"Ч",80000,0
227,"Лабазюк Сергій Петрович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=227","Самовисування",188,,32,"25-34","вища","відсутня","член Народної Партії","член Народної Партії","генеральний директор",151467,0,6,0,0,0,0,0,0,2,1248,1,"Peugeot",207,2006,1,"Mazda","CX-7",2010,9/5/2012 15:27,"Ч",0,0
473,"Лаврега Володимир Юрійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=473","Комуністична партія України",,138,33,"25-34","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","перший секретар Звенигородського районного комітету Компартії України",19750,47556,6,0,0,0,0,0,0,2,120,0,,,2012,0,,,0,9/6/2012 12:31,"Ч",0,0
3287,"Лаврененко Віталій Іванович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=3287","Самовисування",217,,42,"35-44","вища","відсутня","безпартійн","безпартійний","директор",4412544,1261515,16,0,0,0,0,1,208,0,0,0,,,0,1,"Lexus","RX 350",2010,9/18/2012 10:59,"Ч",0,0
1209,"Лавринович Олександр Володимирович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1209","Партія регіонів",,12,56,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","Міністр юстиції України",330174,677999,6,3,6233,2,830,0,0,0,0,0,,,2012,1,"BMW ","X5",2011,9/11/2012 16:37,"Ч",749318,1209040
1516,"Ладовський Микола Васильович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1516","політична партія Всеукраїнське об’єднання ""Батьківщина""",,186,53,"45+","вища","відсутня","безпартійн","безпартійний","генеральний директор ТОВ ""Спеціалізована пересувна механізована колона № 618""",206612,12332,6,1,700,2,473,0,0,1,126,1,"Toyota","Land Cruiser",2005,0,,,0,9/13/2012 10:58,"Ч",0,0
1444,"Лазаренко Людмила Ростиславівна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1444","Самовисування",19,,54,"45+","вища","відсутня","безпартійн","безпартійний","директор",77677,60850,6,1,1500,1,286,0,0,0,0,0,,,,1,"Mazda",6,2007,9/6/2012 12:51,"Ж",0,0
144,"Лазебник Віталій Михайлович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=144","Молодіжна партія України",94,,31,"25-34","вища","відсутня","безпартійн","безпартійний","водій",25200,0,0,1,1000,0,0,0,0,0,0,2,"Mazda",6,2008,0,,,0,9/5/2012 12:11,"Ч",0,0
1832,"Ландик Валентин Іванович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1832","Партія регіонів",43,,66,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","народний депутат України",507908,687190,6,1,850,2,629,2,520,3,2600,0,,,2012,2,"Volkswagen",,2009,9/17/2012 14:04,"Ч",2307976,7023347
1499,"Ландяк Петро Дмитрович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1499","політична партія Всеукраїнське об’єднання ""Батьківщина""",,169,51,"45+","вища","відсутня","безпартійн","безпартійний","директор",66423,166820,6,2,13800,2,187,1,74,0,0,0,,,,0,,,0,9/13/2012 10:00,"Ч",0,0
6295,"Лановий Володимир Тимофійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=6295","Самовисування",217,,60,"45+","вища","відсутня","безпартійн","безпартійний","народний депутат України",12280,96000,6,0,0,1,145,2,131,3,39000,0,,,2012,2,"Toyota","Auris",2011,9/18/2012 11:12,"Ч",26050,5180
447,"Латиш Юрій Володимирович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=447","Комуністична партія України",,174,31,"25-34","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","доцент",69199,24160,6,0,0,1,72,2,1500,0,0,0,,,2012,0,,,0,9/6/2012 10:12,"Ч",4880,0
761,"Лахнеко Олег Іванович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=761","Комуністична партія України",183,,48,"45+","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","директор",47610,57038,6,0,0,2,267,2,267,0,0,1,"Honda","CRV",2008,0,,,0,9/7/2012 15:16,"Ч",0,0
2035,"Лащенко Микола Петрович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=2035","Самовисування",219,,56,"45+","середня спеціальна","відсутня","безпартійн","безпартійний","пенсіонер",10200,36000,5,2,8450,0,0,1,56,0,0,0,,,0,0,,,0,9/14/2012 12:11,"Ч",0,0
828,"Лебедєв Ігор Володимирович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=828","Молодіжна партія України",9,,51,"45+","вища","відсутня","безпартійн","безпартійний","фізична особа–підприємець",14500,25800,0,0,0,1,56,1,50,0,0,0,,,2012,0,,,0,9/7/2012 17:15,"Ч",0,0
1913,"Лебедєв Павло Валентинович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1913","Партія регіонів",224,,50,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","народний депутат України",36567560,1193910,18,4,3933,3,2237,49,400270,49,0,1,"Mercedes","S500",2008,3,"Porsche","Cayenne",2007,9/17/2012 22:23,"Ч",23272964,68774325
2393,"Лебедівський Валерій Анатолійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=2393","Самовисування",223,,50,"45+","вища","відсутня","безпартійн","безпартійний","голова",57148,17100,6,0,0,0,0,1,91,3,49716,1,"Subaru","Forester",2004,0,,,0,9/12/2012 14:11,"Ч",20000,0
1393,"Левицька Світлана Олексіївна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1393","Партія регіонів",,197,52,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","виконуюча обов’язки першого проректора",136940,193853,6,1,1000,0,0,1,62,0,0,0,,,2012,1,"Chevrolet","Aveo",2008,9/13/2012 14:33,"Ж",129000,81321
1495,"Левцун Володимир Іванович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1495","політична партія Всеукраїнське об’єднання ""Батьківщина""",,165,60,"45+","вища","відсутня","член політичної партії Всеукраїнське об'єднання ""Батьківщина""","член політичної партії Всеукраїнське об'єднання ""Батьківщина""","народний депутат України",238705,0,6,1,1200,1,80,0,0,0,0,1,"Volkswagen","Carawella",2011,0,,,0,9/13/2012 9:53,"Ч",0,0
1842,"Левченко Микола Олександрович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1842","Партія регіонів",44,,33,"25-34","вища","відсутня","член Партії регіонів","член Партії регіонів","секретар Донецької міської ради",81390,506612,6,0,0,1,111,3,716,2,2556,0,,,2012,3,"Toyota","Land cruizer",2011,9/17/2012 15:16,"Ч",0,0
395,"Левченко Ольга Володимирівна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=395","Комуністична партія України",,28,53,"45+","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","помічник-консультант народного депутата України",60472,0,6,0,0,1,53,0,0,0,0,1,"Fiat","универсал",2011,0,,,0,9/6/2012 12:32,"Ж",0,0
2958,"Левченко Юлія Олексіївна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=2958","політична партія Всеукраїнське об’єднання ""Свобода""",,222,23,"<25","вища","відсутня","член політичної партії Всеукраїнське об’єднання ""Свобода""","член політичної партії Всеукраїнське об’єднання ""Свобода""","тимчасово не працює",0,51829,0,0,0,1,80,0,0,0,0,1,"ЗАЗ","Славута",2008,0,,,0,9/12/2012 11:19,"Ж",0,0
1594,"Ледовських Олена Володимирівна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1594","політична партія Всеукраїнське об’єднання ""Батьківщина""",,69,52,"45+","вища","відсутня","безпартійн","безпартійний","заступник голови громадської ради – голова правління",118198,0,6,0,0,2,372,0,0,0,0,0,,,2012,0,,,0,9/14/2012 12:24,"Ж",0,0
1772,"Лелюк Олексій Володимирович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1772","Партія регіонів",149,,43,"35-44","вища","відсутня","член Партії регіонів","член Партії регіонів","голова Державного агентства резерву України",316840,25412,6,0,0,3,576,0,0,0,0,1,"Mercedes","S600",2010,1,"Land Rover",,2010,9/17/2012 10:06,"Ч",5186300,0
1472,"Топчій Павло Сергійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1472","політична партія Всеукраїнське об’єднання ""Батьківщина""",,208,31,"25-34","вища","відсутня","член політичної партії Всеукраїнське об’єднання ""Батьківщина""","член політичної партії Всеукраїнське об'єднання ""Батьківщина""","юрисконсульт",21261,452215,12,0,0,3,113,0,0,0,0,0,,,,0,,,0,9/6/2012 16:07,"Ч",0,0
938,"Торшин Валерій Іванович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=938","Самовисування",135,,64,"45+","вища","відсутня","безпартійн","безпартійний","військовий пенсіонер",675784,10440,5,1,220,0,0,1,119,2,382,1,"Mercedes","Вenz",2008,1,"Mercedes","Benz ML350",2008,9/10/2012 13:58,"Ч",1200000,0
1746,"Травянко Віталій Іванович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1746","Партія регіонів",132,,54,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","заступник голови Миколаївської обласної державної адміністрації",124187,4000,6,1,86000,1,66,0,0,1,87200,1,"Ford","Focus",2008,0,,,0,9/16/2012 17:57,"Ч",0,0
1638,"Трегубов Юрій Валентинович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1638","політична партія Всеукраїнське об’єднання ""Батьківщина""",,113,39,"35-44","вища","відсутня","безпартійн","безпартійний","народний депутат України",228745,554138,6,0,0,1,155,2,185,0,0,1,"BMW ","X6",2008,1,"Maserati","Grancabrio",2010,9/13/2012 16:49,"Ч",0,0
988,"Третьяков Олександр Миколайович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=988","Народна Партія",15,,36,"35-44","вища","відсутня","член Народної Партії","член Народної Партії","начальник відділу з організації виробництва управління агропромислового розвитку",16891,20894,6,0,0,0,0,1,91,1,700,0,,,,0,,,0,9/9/2012 17:33,"Ч",0,0
3181,"Третьяков Олександр Юрійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=3181","Самовисування",218,,42,"35-44","вища","відсутня","безпартійн","безпартійний","народний депутат України",49976323,19111175,18,4,18797,0,0,1,586,1,7500,1,"Maserati","Cambiocorsa",2006,2,"Porsche","Cayenne",2009,9/17/2012 16:50,"Ч",45141782,24798820
1599,"Триндюк Юрій Григорович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1599","політична партія Всеукраїнське об’єднання ""Батьківщина""",,74,44,"35-44","вища","відсутня","член політичної партії Всеукраїнське об'єднання ""Батьківщина""","член політичної партії Всеукраїнське об'єднання ""Батьківщина""","народний депутат України",31310600,36000,6,0,0,0,0,1,450,0,0,0,,,2012,1,"Lexus","LX570",2008,9/14/2012 13:53,"Ч",12772294,323677
403,"Трипун Микола Валерійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=403","Комуністична партія України",,190,26,"25-34","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","завідуючий відділом Київського міського комітету Компартії України",20400,0,6,0,0,0,0,0,0,0,0,0,,,0,0,,,0,9/5/2012 13:10,"Ч",26000,0
1396,"Тристан Ірина Миколаївна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1396","Партія регіонів",,200,45,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","помічник першого заступника голови",33525,16994,6,0,0,0,0,1,64,0,0,0,,,2012,1,"Daewoo","Lanos",206,9/13/2012 14:49,"Ж",4598,0
1674,"Тріщанович Сергій Валентинович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1674","політична партія Всеукраїнське об’єднання ""Батьківщина""",,149,49,"45+","вища","відсутня","член політичної партії Всеукраїнське об'єднання ""Батьківщина""","член політичної партії Всеукраїнське об'єднання ""Батьківщина""","помічник-консультант народного депутата України",114017,45500,6,0,0,0,0,1,92,1,342,1,"ВАЗ",2107,2005,0,,,0,9/14/2012 16:18,"Ч",0,0
6270,"Трофімчик Павло Іванович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=6270","Самовисування",219,,33,"25-34","вища","відсутня","безпартійн","безпартійний","головний енергетик",251735,0,6,0,0,1,50,1,24,1,600,1,"ВАЗ",217030,2007,0,,,0,9/18/2012 11:02,"Ч",0,0
1904,"Трошин Сергій Михайлович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1904","Партія регіонів",219,,49,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","льотчик-випробувач",1071327,0,6,1,2500,1,40,0,0,0,0,2,"Mitsubishi",,2011,0,,,0,9/17/2012 17:31,"Ч",0,0
1759,"Труханов Геннадій Леонідович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1759","Партія регіонів",136,,47,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","заступник генерального директора",48184,413074,9,1,124,3,212,2,224,2,27651,1,"Audi","Q7",2007,0,,,0,9/16/2012 22:01,"Ч",503888,5490995
1006,"Тугай Сергій Іванович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1006","Народна Партія",94,,44,"35-44","вища","відсутня","член Народної Партії","член Народної Партії","директор",0,8079,6,1,2500,1,46,3,130,0,0,1,"Honda","accord",2008,1,"Mitsubishi","lancer",2006,9/10/2012 15:38,,0,0
1783,"Туісов Олександр Володимирович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1783","Партія регіонів",115,,31,"25-34","вища","відсутня","член Партії регіонів","член Партії регіонів","приватний підприємець",250000,28589,6,0,0,0,0,1,35,0,0,1,"Toyota","Avensis",2007,0,,,0,9/17/2012 10:55,"Ч",0,0
743,"Туркот Микола Петрович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=743","Комуністична партія України",188,,53,"45+","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","голова правління",11400,0,6,1,2000,1,186,0,0,0,0,0,,,2012,0,,,0,9/7/2012 14:15,"Ч",0,0
1237,"Турманов Віктор Іванович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1237","Партія регіонів",,40,67,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","народний депутат України",431545,110390,6,0,0,0,0,0,0,2,848,1,"Lexus","IS300",2008,0,,,0,9/12/2012 10:02,"Ч",0,0
684,"Туровська Леся Олегівна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=684","Комуністична партія України",211,,53,"45+","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","головний редактор",25000,0,6,1,20,2,130,0,0,0,0,2,"ЗАЗ",,2006,0,,,0,9/7/2012 12:33,"Ж",0,0
1022,"Турченко Анатолій Анатолійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1022","Народна Партія",5,,32,"25-34","вища","відсутня","безпартійн","безпартійний","начальник служби комплексу соціально-побутового забезпечення",14091,0,6,1,770,0,0,0,0,0,0,0,,,2012,0,,,0,9/10/2012 16:41,"Ч",0,0
1529,"Турчинов Олександр Валентинович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1529","політична партія Всеукраїнське об’єднання ""Батьківщина""",,4,48,"45+","вища","відсутня","член політичної партії Всеукраїнське об’єднання ""Батьківщина""","член політичної партії Всеукраїнське об'єднання ""Батьківщина""","перший заступник Голови політичної партії Всеукраїнське об’єднання ""Батьківщина""",1079658,82312,9,0,0,0,0,2,472,0,0,0,,,,0,,,0,9/13/2012 11:53,"Ч",11232235,530942
348,"Тутберідзе Георгій Іонович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=348","Комуністична партія України",,42,61,"45+","вища","відсутня","член Комуністичної партії України","член Комуністичної партії України","головний інженер",60985,18000,6,1,590,0,0,1,35,0,0,0,,,,0,,,0,9/5/2012 23:01,"Ч",40000,0
1923,"Тюлєнєв Сергій Анатолійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1923","політична партія Всеукраїнське об’єднання ""Батьківщина""",224,,36,"35-44","вища","відсутня","член політичної партії Всеукраїнське об’єднання ""Батьківщина""","член політичної партії Всеукраїнське об'єднання ""Батьківщина""","директор департаменту земельних відносин",14907,18532,6,1,1000,0,0,1,56,0,0,1,"Toyota","RAV-4",2008,1,"BMW ","X5",2008,9/17/2012 22:41,"Ч",59631,59000
514,"Убогов Валерій Леонідович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=514","Комуністична партія України",24,,53,"45+","середня спеціальна","відсутня","член Комуністичної партії України","член Комуністичної партії України","помічник-консультант народного депутата України",25983,0,6,0,0,1,55,0,0,0,0,0,,,2012,0,,,0,9/6/2012 14:38,"Ч",0,0
1635,"Уколов Віктор Олександрович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1635","політична партія Всеукраїнське об’єднання ""Батьківщина""",,110,44,"35-44","вища","відсутня","член політичної партії Всеукраїнське об'єднання ""Батьківщина""","член політичної партії Всеукраїнське об'єднання ""Батьківщина""","народний депутат України",265592,11557,6,0,0,0,0,1,90,2,3095,1,"BMW ","X1",2010,1,"Volkswagen","Golf",2011,9/14/2012 16:12,"Ч",0,0
5041,"Уманець Анатолій Опанасович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=5041","Самовисування",220,,58,"45+","вища","відсутня","член Партії регіонів","член Партії регіонів","тимчасово не працює",12000,5600,6,1,1170,0,0,3,1378,1,3860,1,"Mercedes","Benz 500",2006,0,,,0,9/13/2012 12:25,"Ч",124921,0
2062,"Урсуленко Олексій Анатолійович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=2062","політична партія Всеукраїнське об’єднання ""Батьківщина""",182,,44,"35-44","вища","відсутня","безпартійн","безпартійний","приватний підприємець",28118067,181307,6,7,204047,2,0,0,0,0,0,0,,,2012,0,,,0,9/18/2012 10:54,"Ч",0,0
1631,"Урсуленко Олена Борисівна","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1631","політична партія Всеукраїнське об’єднання ""Батьківщина""",,106,40,"35-44","вища","відсутня","безпартійн","безпартійний","приватний підприємець",181307,28118067,6,1,678,1,109,2,479,7,204047,2,"Porsche","Cayenne",2005,46,"ЗАЗ",110557,2006,9/14/2012 15:51,"Ж",12401,1089960
1953,"Усов Володимир Володимирович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1953","політична партія Всеукраїнське об’єднання ""Батьківщина""",135,,29,"25-34","вища","відсутня","член політичної партії Всеукраїнське об’єднання ""Батьківщина""","член політичної партії Всеукраїнське об'єднання ""Батьківщина""","голова ради",0,24000,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,9/18/2012 10:21,"Ч",0,0
1956,"Усов Костянтин Глібович","www.cvk.gov.ua/pls/vnd2012/WP407?pt001f01=900&pf7201=1956","політична партія Всеукраїнське об’єднання ""Батьківщина""",134,,24,"<25","вища","відсутня","безпартійн","безпартійний","спеціальний кореспондент",0,0,0,0,0,1,15,0,0,0,0,0,,,,0,,,0,9/18/2012 10:24,"Ч",0,0
